Genre,Title,Audience Score,Critics Score,Synopsis,Director
mystery_and_thriller,Rust Creek,61,86,"Sawyer is an ambitious, overachieving college senior who has a seemingly bright future. While on her way to a job interview, a wrong turn leaves her stranded deep in the frozen forest. Suddenly, the young woman who has everything to live for finds herself facing her own mortality as she's punished by the elements and pursued by a band of ruthless outlaws. With nowhere left to run, she is forced into an uneasy alliance with an enigmatic loner who has shadowy intentions.",Jen McGowan
mystery_and_thriller,Where the Crawdads Sing,96,35,"From the best-selling novel comes a captivating mystery. Where the Crawdads Sing tells the story of Kya, an abandoned girl who raised herself to adulthood in the dangerous marshlands of North Carolina. For years, rumors of the ""Marsh Girl"" haunted Barkley Cove, isolating the sharp and resilient Kya from her community. Drawn to two young men from town, Kya opens herself to a new and startling world; but when one of them is found dead, she is immediately cast by the community as the main suspect. As the case unfolds, the verdict as to what actually happened becomes increasingly unclear, threatening to reveal the many secrets that lay within the marsh.",Olivia Newman
mystery_and_thriller,Anatomy of a Fall,90,96,"For the past year, Sandra, her husband Samuel, and their eleven-year-old son Daniel have lived a secluded life in a remote town in the French Alps. When Samuel is found dead in the snow below their chalet, the police question whether he was murdered or committed suicide. Samuel's suspicious death is presumed murder, and Sandra becomes the main suspect. What follows is not just an investigation into the circumstances of Samuel's death but an unsettling psychological journey into the depths of Sandra and Samuel's conflicted relationship.",Justine Triet
mystery_and_thriller,Land of Bad,94,64,"Starring Russell Crowe and Liam Hemsworth, a covert Special Forces operation in the South Philippines spirals into a brutal 48-hour battle for survival. When an elite extraction team is ambushed deep in enemy territory, rookie officer Kinney (Hemsworth) is left outnumbered but determined to leave no man behind. With an air strike closing in, Kinney's only hope hinges on the guidance of Air Force drone pilot Reaper (Crowe), navigating unknowable danger where every move could be their last.",William Eubank
mystery_and_thriller,Chief of Station,89,,"Ben is a former CIA station chief whose world comes crashing down after his wife, a former operative, dies in a terrible accident. Soon, a cryptic message sends him back into the shadowy underworld of Eastern Europe, teaming up with a former adversary to unravel a conspiracy that challenges everything he thought he knew about his wife and the agency that he worked for.",Jesse V. Johnson
mystery_and_thriller,Barbarian,71,93,"Traveling to Detroit for a job interview, a young woman books a rental home. But when she arrives late at night, she discovers that the house is double booked and a strange man is already staying there. Against her better judgement, she decides to spend the evening, but soon discovers that there's a lot more to fear than just an unexpected house guest.",Zach Cregger
mystery_and_thriller,Dream Scenario,68,91,"Hapless family man Paul Matthews (Nicolas Cage) finds his life turned upside down when millions of strangers suddenly start seeing him in their dreams. But when his nighttime appearances take a nightmarish turn, Paul is forced to navigate his newfound stardom, in this wickedly entertaining comedy from writer-director Kristoffer Borgli (Sick of Myself) and producer Ari Aster.",Kristoffer Borgli
mystery_and_thriller,Talk to Me,82,95,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.","Danny Philippou, Michael Philippou"
war,The Zone of Interest,78,93,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",Jonathan Glazer
war,3 Days in Malay,86,,"Inspired by a true story, Marines stationed at an airfield in Malay during WWII get wind of a coming raid by the Japanese. Unable to get reinforcements approved, they engage in a harrowing 3-day battle against enemy forces.",Louis Mandylor
war,Napoleon,59,57,"""Napoleon"" is a spectacle-filled action epic that details the checkered rise and fall of the iconic French Emperor Napoleon Bonaparte, played by Oscar winner Joaquin Phoenix. Against a stunning backdrop of large-scale filmmaking orchestrated by legendary director Ridley Scott, the film captures Bonaparte's relentless journey to power through the prism of his addictive, volatile relationship with his one true love, Josephine, showcasing his visionary military and political tactics against some of the most dynamic practical battle sequences ever filmed.",Ridley Scott
war,Guy Ritchie's The Covenant,98,83,"Guy Ritchie's The Covenant follows US Army Sergeant John Kinley (Jake Gyllenhaal) and Afghan interpreter Ahmed (Dar Salim). After an ambush, Ahmed goes to Herculean lengths to save Kinley’s life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised, he must repay his debt by returning to the war zone to retrieve them before the Taliban hunts them down first.",Guy Ritchie
war,Shadow in the Cloud,32,77,"In the throes of World War II, Captain Maude Garrett (CHLOË GRACE MORETZ) joins the all-male crew of a B-17 bomber with a top-secret package. Caught off guard by the presence of a woman on a military flight, the crew tests Maude's every move. Just as her quick wit is winning them over, strange happenings and holes in her backstory incite paranoia surrounding her true mission. But this crew has more to fear... lurking in the shadows, something sinister is tearing at the heart of the plane. Trapped between an oncoming air ambush and an evil lurking within, Maude must push beyond her limits to save the hapless crew and protect her mysterious cargo.",Roseanne Liang
war,Kingdom of Heaven,72,40,"Still in grief over his wife's sudden death, village blacksmith Balian (Orlando Bloom) joins his long-estranged father, Baron Godfrey (Liam Neeson), as a crusader on the road to Jerusalem. After a perilous journey to the holy city, the valiant young man enters the retinue of the leprous King Baldwin IV (Edward Norton), which is rife with dissent led by the treacherous Guy de Lusignan (Marton Csokas), who wishes to wage war against the Muslims for his own political and personal gain.",Ridley Scott
war,Sisu,88,94,"During the last desperate days of WWII, a solitary prospector (Jorma Tommila) crosses paths with Nazis on a scorched-earth retreat in northern Finland. When the Nazis steal his gold, they quickly discover that they have just tangled with no ordinary miner. While there is no direct translation for the Finnish word ""sisu"", this legendary ex-commando will embody what sisu means: a white-knuckled form of courage and unimaginable determination in the face of overwhelming odds. And no matter what the Nazis throw at him, the one-man death squad will go to outrageous lengths to get his gold back -- even if it means killing every last Nazi in his path.",Jalmari Helander
war,Hacksaw Ridge,91,84,"The true story of Pfc. Desmond T. Doss (Andrew Garfield), who won the Congressional Medal of Honor despite refusing to bear arms during WWII on religious grounds. Doss was drafted and ostracized by fellow soldiers for his pacifist stance but went on to earn respect and adoration for his bravery, selflessness and compassion after he risked his life -- without firing a shot -- to save 75 men in the Battle of Okinawa.",Mel Gibson
